Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egz.
Vardas8411 Pavardė8411 7 6 8 10 1 2 9 6 7 3 3
Vardas8412 Pavardė8412 3 1 9 1 8 5 9 7 1 4 9
Vardas8413 Pavardė8413 8 5 8 10 9 9 8 9 10 4 5
Vardas8414 Pavardė8414 9 5 1 4 5 7 3 4 8 2 3
Vardas8415 Pavardė8415 5 10 8 10 8 9 2 8 8 1 2
Vardas8416 Pavardė8416 6 1 10 7 8 7 9 4 9 9 6
Vardas8417 Pavardė8417 5 7 6 9 6 7 9 5 4 9 4
Vardas8418 Pavardė8418 7 4 2 5 10 9 2 9 2 8 10
Vardas8419 Pavardė8419 2 10 8 2 10 7 6 2 10 4 2
Vardas8420 Pavardė8420 2 6 7 9 4 8 6 2 8 2 3
Vardas8421 Pavardė8421 8 8 3 7 6 4 3 6 7 5 8
Vardas8422 Pavardė8422 10 9 6 1 8 3 1 6 7 6 7
Vardas8423 Pavardė8423 6 8 10 1 6 2 2 8 7 7 8
Vardas8424 Pavardė8424 4 2 4 5 8 10 8 2 10 5 7
Vardas8425 Pavardė8425 9 8 4 3 4 8 3 10 6 6 6
Vardas8426 Pavardė8426 5 7 7 5 8 10 9 1 1 1 8
Vardas8427 Pavardė8427 6 7 7 7 8 8 7 2 1 9 2
Vardas8428 Pavardė8428 9 10 5 4 4 10 1 10 9 1 3
Vardas8429 Pavardė8429 10 4 3 4 7 9 3 2 8 5 6
Vardas8430 Pavardė8430 5 7 5 2 7 4 3 1 1 10 2
Vardas8431 Pavardė8431 7 5 1 5 7 7 2 8 5 8 9
Vardas8432 Pavardė8432 6 7 10 8 4 7 10 9 3 9 3
Vardas8433 Pavardė8433 6 2 8 8 5 7 5 10 7 10 5
Vardas8434 Pavardė8434 2 7 10 9 8 2 7 6 6 2 1
Vardas8435 Pavardė8435 7 7 6 8 5 1 7 7 9 7 3
Vardas8436 Pavardė8436 3 10 8 10 4 9 5 5 8 1 7
Vardas8437 Pavardė8437 9 3 2 3 5 9 3 6 9 3 6
Vardas8438 Pavardė8438 9 2 7 6 2 4 4 10 7 4 10
Vardas8439 Pavardė8439 9 4 1 6 2 7 6 4 7 5 4
Vardas8440 Pavardė8440 1 8 1 7 9 9 2 8 4 10 1
Vardas8441 Pavardė8441 8 7 5 6 7 8 5 4 3 4 4
Vardas8442 Pavardė8442 7 7 1 4 7 1 5 1 8 6 2
Vardas8443 Pavardė8443 2 9 2 5 6 7 5 2 9 2 6
Vardas8444 Pavardė8444 1 6 8 9 7 10 4 3 9 9 2
Vardas8445 Pavardė8445 9 7 1 8 3 1 6 7 4 8 10
Vardas8446 Pavardė8446 4 6 8 10 8 5 4 10 3 3 5
Vardas8447 Pavardė8447 7 3 6 5 9 6 5 10 2 5 4
Vardas8448 Pavardė8448 9 2 10 9 3 2 2 7 3 7 5
Vardas8449 Pavardė8449 10 6 1 6 1 4 7 5 6 3 8
Vardas8450 Pavardė8450 3 1 10 10 3 3 3 4 7 10 3
Vardas8451 Pavardė8451 1 10 1 5 10 3 1 1 1 5 1
Vardas8452 Pavardė8452 1 5 2 10 8 2 5 7 9 7 6
Vardas8453 Pavardė8453 7 4 8 10 10 6 5 9 2 7 1
Vardas8454 Pavardė8454 9 7 10 10 7 5 1 4 10 10 9
Vardas8455 Pavardė8455 3 5 2 2 10 2 1 9 2 9 6
Vardas8456 Pavardė8456 5 8 10 1 7 1 6 6 9 8 2
Vardas8457 Pavardė8457 8 7 4 5 6 7 5 1 9 4 2
Vardas8458 Pavardė8458 10 4 6 1 2 3 7 5 6 10 8
Vardas8459 Pavardė8459 8 10 4 8 7 7 9 3 8 10 9
Vardas8460 Pavardė8460 2 5 1 8 10 10 3 2 2 4 3
Vardas8461 Pavardė8461 6 8 5 2 3 5 10 8 2 9 6
Vardas8462 Pavardė8462 7 6 2 3 7 2 3 6 10 3 4
Vardas8463 Pavardė8463 5 2 7 10 7 5 8 3 7 1 2
Vardas8464 Pavardė8464 10 1 6 6 2 5 10 6 10 6 7
Vardas8465 Pavardė8465 2 4 7 9 3 3 8 5 3 3 5
Vardas8466 Pavardė8466 8 8 2 2 10 8 6 2 1 10 4
Vardas8467 Pavardė8467 4 9 2 10 4 3 4 9 5 5 8
Vardas8468 Pavardė8468 8 2 10 5 8 10 4 5 2 1 10
Vardas8469 Pavardė8469 8 10 2 5 6 1 9 10 7 7 10
Vardas8470 Pavardė8470 5 6 10 10 2 2 2 7 3 8 1
Vardas8471 Pavardė8471 10 1 8 6 1 3 7 5 3 6 6
Vardas8472 Pavardė8472 9 8 9 7 6 10 3 7 3 7 4
Vardas8473 Pavardė8473 1 8 10 9 1 9 2 9 9 5 9
Vardas8474 Pavardė8474 8 3 6 2 9 6 9 8 1 1 3
Vardas8475 Pavardė8475 4 2 2 9 4 5 2 1 3 6 9
Vardas8476 Pavardė8476 1 4 9 7 8 5 10 4 6 6 6
Vardas8477 Pavardė8477 3 1 9 8 3 9 6 4 1 5 2
Vardas8478 Pavardė8478 1 1 2 7 9 3 10 2 6 1 5
Vardas8479 Pavardė8479 4 8 5 6 9 3 6 10 2 10 2
Vardas8480 Pavardė8480 1 10 4 8 6 5 4 10 3 10 8
Vardas8481 Pavardė8481 3 9 5 7 9 8 4 10 10 3 7
Vardas8482 Pavardė8482 3 2 1 10 2 8 9 7 7 5 4
Vardas8483 Pavardė8483 1 2 1 7 6 2 1 2 7 10 1
Vardas8484 Pavardė8484 2 1 8 6 1 7 8 2 1 3 10
Vardas8485 Pavardė8485 9 2 10 1 4 6 9 8 9 1 6
Vardas8486 Pavardė8486 5 7 6 7 6 5 10 2 3 7 10
Vardas8487 Pavardė8487 10 6 5 10 10 6 10 4 8 4 2
Vardas8488 Pavardė8488 4 4 7 2 1 8 6 4 1 4 5
Vardas8489 Pavardė8489 10 6 10 3 10 8 5 8 6 4 7
Vardas8490 Pavardė8490 9 10 5 8 1 5 8 9 2 3 5
Vardas8491 Pavardė8491 8 10 9 1 5 4 5 2 2 1 10
Vardas8492 Pavardė8492 1 2 10 3 9 6 8 1 2 7 4
Vardas8493 Pavardė8493 10 5 4 10 5 6 6 4 4 7 6
Vardas8494 Pavardė8494 9 2 5 2 2 3 7 6 7 1 7
Vardas8495 Pavardė8495 6 10 7 4 7 3 6 7 9 2 2
Vardas8496 Pavardė8496 8 6 6 5 4 5 3 7 10 8 1
Vardas8497 Pavardė8497 9 5 7 7 10 6 6 8 6 3 4
Vardas8498 Pavardė8498 9 4 10 7 4 7 7 6 7 10 7
Vardas8499 Pavardė8499 4 4 7 6 5 1 6 8 1 1 9
Vardas8500 Pavardė8500 3 3 2 6 1 10 6 2 10 6 1
Vardas8501 Pavardė8501 3 9 8 9 3 10 1 5 7 8 5
Vardas8502 Pavardė8502 6 6 6 8 7 6 4 10 8 3 5
Vardas8503 Pavardė8503 10 10 8 8 1 6 2 7 6 8 2
Vardas8504 Pavardė8504 4 2 7 9 6 9 3 6 1 4 2
Vardas8505 Pavardė8505 9 2 9 5 8 6 5 3 1 5 3
Vardas8506 Pavardė8506 2 9 7 4 7 6 7 2 2 6 1
Vardas8507 Pavardė8507 8 8 6 7 4 3 2 2 8 7 6
Vardas8508 Pavardė8508 3 2 10 1 10 10 1 4 3 2 1
Vardas8509 Pavardė8509 2 10 7 10 2 4 9 2 8 2 10
Vardas8510 Pavardė8510 5 7 10 10 8 3 10 8 9 9 4
Vardas8511 Pavardė8511 3 9 9 6 5 8 9 7 9 4 5
Vardas8512 Pavardė8512 1 6 4 9 4 8 10 8 9 9 7
Vardas8513 Pavardė8513 10 3 5 10 1 9 7 7 3 5 3
Vardas8514 Pavardė8514 1 10 6 3 7 10 8 7 4 1 9
Vardas8515 Pavardė8515 5 1 8 6 3 5 7 10 1 6 9
Vardas8516 Pavardė8516 9 10 1 3 10 6 10 6 1 4 1
Vardas8517 Pavardė8517 5 10 8 6 2 10 2 4 1 8 3
Vardas8518 Pavardė8518 2 5 8 8 1 8 3 6 4 9 1
Vardas8519 Pavardė8519 6 9 2 5 6 3 8 4 8 3 7
Vardas8520 Pavardė8520 4 10 7 1 3 3 8 9 1 6 1
Vardas8521 Pavardė8521 5 10 4 10 9 4 7 8 3 3 5
Vardas8522 Pavardė8522 6 10 7 8 3 7 4 2 4 1 2
Vardas8523 Pavardė8523 6 1 8 3 10 5 10 7 10 8 9
Vardas8524 Pavardė8524 2 7 3 9 3 8 8 9 3 7 7
Vardas8525 Pavardė8525 10 8 8 8 4 3 1 2 6 4 5
Vardas8526 Pavardė8526 1 10 10 9 6 8 10 4 2 1 2
Vardas8527 Pavardė8527 1 9 9 8 4 5 6 5 4 3 7
Vardas8528 Pavardė8528 4 4 9 1 7 8 4 10 5 7 5
Vardas8529 Pavardė8529 7 10 1 10 4 2 3 4 8 10 9
Vardas8530 Pavardė8530 10 9 8 9 8 7 3 7 7 1 6
Vardas8531 Pavardė8531 4 2 1 2 10 6 3 7 2 5 4
Vardas8532 Pavardė8532 5 6 6 3 10 1 9 5 8 6 2
Vardas8533 Pavardė8533 10 7 5 6 6 4 2 9 1 7 7
Vardas8534 Pavardė8534 8 7 5 2 5 6 1 7 8 9 6
Vardas8535 Pavardė8535 4 1 3 1 10 6 6 3 1 2 8
Vardas8536 Pavardė8536 7 1 8 5 4 7 8 2 3 9 7
Vardas8537 Pavardė8537 10 4 9 4 4 2 6 2 1 5 4
Vardas8538 Pavardė8538 2 10 3 5 3 4 3 2 6 4 8
Vardas8539 Pavardė8539 9 9 3 3 9 1 8 1 4 4 6
Vardas8540 Pavardė8540 2 2 5 5 2 5 4 3 7 7 5
Vardas8541 Pavardė8541 9 7 10 10 5 10 1 3 7 8 6
Vardas8542 Pavardė8542 10 3 10 7 7 5 1 5 4 3 8
Vardas8543 Pavardė8543 4 2 8 3 8 9 9 1 7 1 5
Vardas8544 Pavardė8544 5 7 6 2 6 2 2 1 5 6 10
Vardas8545 Pavardė8545 4 9 9 3 8 1 7 10 5 8 9
Vardas8546 Pavardė8546 8 6 6 2 4 8 1 2 1 7 9
Vardas8547 Pavardė8547 6 1 4 9 1 10 5 1 7 9 5
Vardas8548 Pavardė8548 3 5 7 10 3 6 7 10 8 1 9
Vardas8549 Pavardė8549 7 5 2 8 3 9 6 10 2 7 4
Vardas8550 Pavardė8550 10 9 1 6 8 9 1 4 8 8 9
Vardas8551 Pavardė8551 4 8 2 1 4 3 10 2 6 8 9
Vardas8552 Pavardė8552 9 8 8 4 6 7 5 10 1 4 4
Vardas8553 Pavardė8553 4 2 3 9 4 5 5 8 7 9 6
Vardas8554 Pavardė8554 6 1 9 2 3 3 2 5 4 1 4
Vardas8555 Pavardė8555 2 7 10 3 10 3 9 5 9 3 3
Vardas8556 Pavardė8556 2 6 4 7 5 6 2 1 6 9 8
Vardas8557 Pavardė8557 5 5 10 2 3 7 7 2 4 9 6
Vardas8558 Pavardė8558 1 10 6 6 9 4 3 4 3 5 9
Vardas8559 Pavardė8559 9 1 4 1 5 9 1 8 5 2 4
Vardas8560 Pavardė8560 5 8 5 4 7 4 3 7 6 3 5
Vardas8561 Pavardė8561 6 10 1 8 8 10 6 9 1 10 7
Vardas8562 Pavardė8562 7 10 9 9 2 2 8 3 5 7 1
Vardas8563 Pavardė8563 2 5 3 5 2 6 7 7 5 5 5
Vardas8564 Pavardė8564 1 5 10 4 6 4 3 8 3 7 7
Vardas8565 Pavardė8565 6 7 5 6 8 6 6 10 5 2 7
Vardas8566 Pavardė8566 5 3 7 1 2 2 6 8 1 1 1
Vardas8567 Pavardė8567 4 10 6 8 9 6 10 8 6 8 8
Vardas8568 Pavardė8568 7 3 10 9 10 2 3 4 10 2 4
Vardas8569 Pavardė8569 7 10 10 4 10 8 9 8 7 6 9
Vardas8570 Pavardė8570 6 4 9 4 1 9 9 8 5 7 1
Vardas8571 Pavardė8571 3 4 1 4 5 4 1 1 3 3 1
Vardas8572 Pavardė8572 10 3 4 8 9 7 5 8 2 6 4
Vardas8573 Pavardė8573 2 1 1 4 9 8 9 7 8 10 1
Vardas8574 Pavardė8574 7 2 6 7 10 7 1 10 3 5 8
Vardas8575 Pavardė8575 2 1 9 10 4 6 8 1 7 7 10
Vardas8576 Pavardė8576 8 6 9 4 1 8 1 1 4 6 1
Vardas8577 Pavardė8577 4 6 7 7 6 6 7 2 10 4 6
Vardas8578 Pavardė8578 2 5 2 8 5 6 7 10 8 8 5
Vardas8579 Pavardė8579 8 10 10 4 6 1 7 6 7 6 6
Vardas8580 Pavardė8580 6 9 2 3 5 5 5 3 9 9 4
Vardas8581 Pavardė8581 7 3 6 7 6 8 7 1 5 9 5
Vardas8582 Pavardė8582 5 6 8 4 6 6 5 8 5 3 5
Vardas8583 Pavardė8583 9 8 9 9 3 1 9 1 4 6 8
Vardas8584 Pavardė8584 9 2 6 1 3 7 5 4 8 5 1
Vardas8585 Pavardė8585 9 7 9 8 3 3 5 1 10 1 4
Vardas8586 Pavardė8586 8 2 10 9 5 4 3 7 7 8 4
Vardas8587 Pavardė8587 4 9 10 10 1 2 2 7 7 2 10
Vardas8588 Pavardė8588 1 6 2 3 2 2 6 7 8 1 5
Vardas8589 Pavardė8589 1 1 1 2 4 3 4 4 8 4 4
Vardas8590 Pavardė8590 9 2 3 8 3 7 2 4 3 7 4
Vardas8591 Pavardė8591 4 10 4 9 7 1 5 2 2 2 8
Vardas8592 Pavardė8592 8 3 5 1 9 6 5 7 9 1 7
Vardas8593 Pavardė8593 1 10 4 6 10 9 10 6 4 6 2
Vardas8594 Pavardė8594 7 10 7 1 10 8 3 3 10 2 7
Vardas8595 Pavardė8595 1 9 1 1 2 3 3 7 6 10 1
Vardas8596 Pavardė8596 1 7 8 7 2 1 5 4 1 5 6
Vardas8597 Pavardė8597 8 6 5 8 4 9 6 6 6 6 4
Vardas8598 Pavardė8598 2 8 3 2 5 7 1 3 7 5 8
Vardas8599 Pavardė8599 8 6 1 1 1 1 10 9 5 7 2
Vardas8600 Pavardė8600 5 3 9 3 6 8 4 4 7 7 9
Vardas8601 Pavardė8601 5 6 5 4 8 1 2 5 10 9 1
Vardas8602 Pavardė8602 7 5 10 8 3 7 6 2 3 4 6
Vardas8603 Pavardė8603 7 10 10 4 10 5 9 8 8 6 1
Vardas8604 Pavardė8604 7 8 1 2 3 7 10 5 7 10 4
Vardas8605 Pavardė8605 1 9 5 5 3 6 10 10 6 9 6
Vardas8606 Pavardė8606 6 7 8 1 2 7 4 7 7 5 2
Vardas8607 Pavardė8607 6 9 5 1 7 5 4 8 4 3 4
Vardas8608 Pavardė8608 10 9 9 3 10 10 1 7 2 8 2
Vardas8609 Pavardė8609 6 8 4 6 9 1 9 3 1 8 5
Vardas8610 Pavardė8610 7 6 5 10 8 8 8 1 5 10 10
Vardas8611 Pavardė8611 10 8 10 2 10 2 4 7 9 1 8
Vardas8612 Pavardė8612 7 9 6 6 10 4 9 2 5 10 10
Vardas8613 Pavardė8613 10 1 4 9 8 8 8 4 6 5 2
Vardas8614 Pavardė8614 4 10 4 8 8 7 4 8 9 6 8
Vardas8615 Pavardė8615 6 5 3 4 4 7 3 7 9 1 4
Vardas8616 Pavardė8616 3 6 1 4 5 7 1 9 9 2 10
Vardas8617 Pavardė8617 4 10 1 8 4 7 7 5 6 1 5
Vardas8618 Pavardė8618 8 6 9 10 3 10 4 6 2 2 2
Vardas8619 Pavardė8619 5 7 10 6 4 4 1 4 8 3 4
Vardas8620 Pavardė8620 4 2 7 1 5 9 10 1 10 10 3
Vardas8621 Pavardė8621 7 9 6 2 9 10 2 8 9 10 1
Vardas8622 Pavardė8622 5 1 8 8 6 9 2 8 2 8 6
Vardas8623 Pavardė8623 7 6 7 10 8 3 4 8 4 5 2
Vardas8624 Pavardė8624 2 7 6 7 3 9 8 8 2 4 5
Vardas8625 Pavardė8625 10 1 1 2 8 1 9 6 5 10 8
Vardas8626 Pavardė8626 3 8 3 10 5 7 2 8 2 3 6
Vardas8627 Pavardė8627 3 8 5 10 7 1 5 9 1 6 1
Vardas8628 Pavardė8628 1 3 4 8 7 3 10 3 9 2 5
Vardas8629 Pavardė8629 4 5 8 3 1 8 3 5 10 2 10
Vardas8630 Pavardė8630 10 3 9 4 8 1 3 8 8 9 7
Vardas8631 Pavardė8631 3 3 10 9 6 5 8 5 3 7 2
Vardas8632 Pavardė8632 7 8 4 4 5 5 4 8 2 9 4
Vardas8633 Pavardė8633 2 1 9 10 6 10 7 2 1 3 1
Vardas8634 Pavardė8634 7 5 7 7 1 8 10 1 6 5 10
Vardas8635 Pavardė8635 6 5 5 7 4 5 8 1 8 8 5
Vardas8636 Pavardė8636 9 5 8 9 6 4 9 8 8 1 1
Vardas8637 Pavardė8637 7 5 6 5 2 4 6 6 3 2 7
Vardas8638 Pavardė8638 9 7 10 7 2 9 1 1 10 8 5
Vardas8639 Pavardė8639 8 4 6 9 8 2 4 1 10 9 8
Vardas8640 Pavardė8640 1 4 10 3 5 9 1 10 6 8 4
Vardas8641 Pavardė8641 2 4 5 6 1 1 9 9 10 7 2
Vardas8642 Pavardė8642 1 10 10 2 4 1 6 3 4 5 7
Vardas8643 Pavardė8643 9 7 6 5 3 3 9 1 3 1 9
Vardas8644 Pavardė8644 9 7 7 6 9 2 2 2 1 8 3
Vardas8645 Pavardė8645 10 9 4 8 2 1 10 7 3 3 1
Vardas8646 Pavardė8646 9 9 6 10 2 10 1 2 3 9 5
Vardas8647 Pavardė8647 1 3 3 6 4 4 10 3 6 6 8
Vardas8648 Pavardė8648 10 10 7 8 5 5 7 1 3 3 7
Vardas8649 Pavardė8649 2 6 10 1 1 9 1 1 2 1 5
Vardas8650 Pavardė8650 4 7 8 8 1 1 8 6 1 1 3
Vardas8651 Pavardė8651 8 1 4 2 10 7 4 1 7 6 2
Vardas8652 Pavardė8652 5 9 10 6 5 6 6 6 5 5 3
Vardas8653 Pavardė8653 3 6 4 8 6 2 7 9 2 8 5
Vardas8654 Pavardė8654 1 2 7 7 7 2 3 9 1 4 6
Vardas8655 Pavardė8655 6 6 10 7 6 7 3 8 7 1 1
Vardas8656 Pavardė8656 8 7 6 5 3 1 4 4 1 1 5
Vardas8657 Pavardė8657 1 8 6 2 1 10 4 5 6 3 9
Vardas8658 Pavardė8658 7 4 5 6 3 5 5 3 9 3 3
Vardas8659 Pavardė8659 4 6 8 1 6 2 9 2 2 3 4
Vardas8660 Pavardė8660 6 9 8 6 6 5 6 5 2 6 1
Vardas8661 Pavardė8661 8 3 8 3 8 10 5 4 7 7 2
Vardas8662 Pavardė8662 3 2 6 7 4 1 9 5 10 7 9
Vardas8663 Pavardė8663 1 7 4 7 2 1 10 7 4 5 10
Vardas8664 Pavardė8664 4 10 2 10 9 2 8 3 4 7 7
Vardas8665 Pavardė8665 10 4 4 8 1 8 9 5 8 9 1
Vardas8666 Pavardė8666 6 1 1 9 3 3 10 8 10 2 2
Vardas8667 Pavardė8667 10 6 5 8 7 3 1 8 8 5 3
Vardas8668 Pavardė8668 5 9 3 10 10 6 10 8 1 2 10
Vardas8669 Pavardė8669 6 6 10 7 5 9 2 6 9 6 5
Vardas8670 Pavardė8670 2 3 1 4 10 5 5 2 5 2 1
Vardas8671 Pavardė8671 1 10 8 1 4 1 2 9 10 2 10
Vardas8672 Pavardė8672 2 5 6 7 8 8 9 1 5 8 1
Vardas8673 Pavardė8673 6 3 3 3 1 7 1 8 5 2 9
Vardas8674 Pavardė8674 10 8 6 2 3 7 10 6 1 3 5
Vardas8675 Pavardė8675 9 4 7 8 3 8 6 7 9 8 4
Vardas8676 Pavardė8676 2 7 5 9 4 9 8 4 4 9 2
Vardas8677 Pavardė8677 7 6 10 8 3 2 2 5 5 6 5
Vardas8678 Pavardė8678 8 3 5 5 9 9 4 4 4 5 7
Vardas8679 Pavardė8679 10 1 8 7 7 10 6 4 9 3 7
Vardas8680 Pavardė8680 9 10 7 8 6 6 8 5 9 9 8
Vardas8681 Pavardė8681 8 7 6 7 7 10 9 3 6 6 4
Vardas8682 Pavardė8682 4 7 10 5 9 8 4 8 2 3 9
Vardas8683 Pavardė8683 10 1 6 10 9 5 1 4 5 7 10
Vardas8684 Pavardė8684 8 4 7 8 1 10 10 2 8 2 3
Vardas8685 Pavardė8685 9 7 1 3 4 10 4 5 6 5 1
Vardas8686 Pavardė8686 7 7 2 7 10 3 5 7 3 1 2
Vardas8687 Pavardė8687 2 2 4 10 10 9 6 9 2 3 8
Vardas8688 Pavardė8688 6 6 9 5 6 7 9 2 5 6 10
Vardas8689 Pavardė8689 9 10 6 6 5 8 8 1 3 7 1
Vardas8690 Pavardė8690 5 4 6 10 7 4 9 4 1 5 5
Vardas8691 Pavardė8691 9 1 10 6 7 6 10 4 7 1 10
Vardas8692 Pavardė8692 8 10 4 6 9 7 8 3 5 7 5
Vardas8693 Pavardė8693 9 9 4 10 8 3 3 7 6 4 3
Vardas8694 Pavardė8694 10 9 5 1 1 3 10 4 1 10 7
Vardas8695 Pavardė8695 10 7 4 4 8 9 1 4 6 9 4
Vardas8696 Pavardė8696 2 10 5 1 9 5 8 9 5 5 8
Vardas8697 Pavardė8697 3 6 1 6 3 10 1 6 5 8 3
Vardas8698 Pavardė8698 2 2 7 9 1 2 6 6 9 10 5
Vardas8699 Pavardė8699 3 1 8 8 5 1 8 8 8 2 7
Vardas8700 Pavardė8700 7 7 5 10 10 7 1 4 3 5 1
Vardas8701 Pavardė8701 7 6 2 4 3 2 4 10 7 2 5
Vardas8702 Pavardė8702 7 9 3 9 3 4 2 7 9 9 7
Vardas8703 Pavardė8703 9 6 1 6 10 8 4 3 4 7 4
Vardas8704 Pavardė8704 6 6 5 3 8 9 5 7 9 8 10
Vardas8705 Pavardė8705 3 2 3 9 7 9 7 8 1 2 9
Vardas8706 Pavardė8706 10 1 8 8 3 10 4 2 4 7 7
Vardas8707 Pavardė8707 1 2 4 6 4 5 9 5 7 4 7
Vardas8708 Pavardė8708 4 10 10 5 1 5 4 8 6 6 5
Vardas8709 Pavardė8709 5 7 6 5 6 8 4 4 8 1 9
Vardas8710 Pavardė8710 6 10 8 8 3 4 6 4 6 7 4
Vardas8711 Pavardė8711 10 5 3 2 3 4 3 3 3 2 1
Vardas8712 Pavardė8712 3 9 9 10 5 1 2 7 8 1 9
Vardas8713 Pavardė8713 2 6 10 6 1 5 4 3 2 3 6
Vardas8714 Pavardė8714 2 4 6 1 4 9 5 1 6 1 1
Vardas8715 Pavardė8715 1 3 7 1 1 5 8 6 2 10 9
Vardas8716 Pavardė8716 6 3 7 6 2 1 10 7 2 2 6
Vardas8717 Pavardė8717 10 3 5 1 7 8 4 1 9 8 6
Vardas8718 Pavardė8718 7 6 9 4 4 7 9 2 4 6 6
Vardas8719 Pavardė8719 10 10 7 2 9 8 4 1 8 1 8
Vardas8720 Pavardė8720 1 8 3 1 1 10 5 2 8 7 10
Vardas8721 Pavardė8721 10 7 2 2 8 1 1 1 5 5 8
Vardas8722 Pavardė8722 6 8 9 3 4 6 5 5 5 4 3
Vardas8723 Pavardė8723 2 10 9 2 8 4 9 9 2 10 3
Vardas8724 Pavardė8724 2 5 3 1 7 4 6 1 9 3 7
Vardas8725 Pavardė8725 7 1 7 7 10 6 9 7 3 4 1
Vardas8726 Pavardė8726 3 2 2 8 6 3 3 5 2 1 7
Vardas8727 Pavardė8727 8 3 4 1 3 3 3 2 9 2 4
Vardas8728 Pavardė8728 2 1 10 2 10 2 4 8 6 10 1
Vardas8729 Pavardė8729 3 4 2 8 9 2 10 1 10 8 10
Vardas8730 Pavardė8730 5 2 8 8 7 7 8 1 5 9 8
Vardas8731 Pavardė8731 4 2 8 3 9 8 1 8 2 3 10
Vardas8732 Pavardė8732 10 5 7 5 6 4 6 4 2 7 7
Vardas8733 Pavardė8733 10 10 7 4 5 9 1 9 2 6 7
Vardas8734 Pavardė8734 5 9 7 2 3 5 10 7 8 10 6
Vardas8735 Pavardė8735 3 10 3 1 4 6 7 2 5 6 9
Vardas8736 Pavardė8736 6 9 3 8 1 9 5 9 10 4 4
Vardas8737 Pavardė8737 6 8 7 8 7 8 3 10 6 1 5
Vardas8738 Pavardė8738 1 7 6 6 6 3 5 9 1 9 7
Vardas8739 Pavardė8739 8 5 1 4 6 9 7 3 3 9 6
Vardas8740 Pavardė8740 2 7 5 4 4 1 8 2 10 1 1
Vardas8741 Pavardė8741 3 3 6 9 8 6 9 6 6 7 2
Vardas8742 Pavardė8742 3 5 8 6 4 7 5 2 4 3 9
Vardas8743 Pavardė8743 8 5 2 9 5 5 5 5 3 7 8
Vardas8744 Pavardė8744 8 2 7 2 9 1 3 7 9 1 6
Vardas8745 Pavardė8745 2 1 1 8 2 1 5 9 3 5 3
Vardas8746 Pavardė8746 4 3 5 1 6 7 9 8 6 9 5
Vardas8747 Pavardė8747 3 5 6 9 2 5 5 7 9 10 2
Vardas8748 Pavardė8748 6 4 4 8 9 3 2 6 7 10 10
Vardas8749 Pavardė8749 4 5 7 4 1 2 10 3 7 2 3
Vardas8750 Pavardė8750 5 7 4 4 4 10 6 7 6 5 7
Vardas8751 Pavardė8751 8 4 3 2 1 2 1 5 3 3 8
Vardas8752 Pavardė8752 9 6 2 10 10 7 6 2 9 4 9
Vardas8753 Pavardė8753 2 2 10 1 9 10 6 10 10 2 7
Vardas8754 Pavardė8754 9 2 10 9 8 4 3 1 3 9 2
Vardas8755 Pavardė8755 7 9 6 9 2 4 2 4 3 6 1
Vardas8756 Pavardė8756 5 4 3 1 10 7 6 5 3 3 2
Vardas8757 Pavardė8757 6 8 7 7 1 9 6 1 8 4 10
Vardas8758 Pavardė8758 6 10 9 4 3 6 4 5 1 6 1
Vardas8759 Pavardė8759 10 10 8 1 6 9 6 4 4 5 6
Vardas8760 Pavardė8760 2 1 5 2 9 9 8 10 5 9 6
Vardas8761 Pavardė8761 5 6 7 5 3 7 6 4 8 10 3
Vardas8762 Pavardė8762 4 5 6 3 6 3 1 2 2 8 7
Vardas8763 Pavardė8763 10 3 10 4 4 7 3 10 6 3 9
Vardas8764 Pavardė8764 4 3 1 9 10 10 1 2 10 7 1
Vardas8765 Pavardė8765 7 8 3 7 3 8 2 4 8 5 5
Vardas8766 Pavardė8766 10 5 3 1 10 10 6 4 4 2 3
Vardas8767 Pavardė8767 4 2 1 2 10 5 3 4 8 9 6
Vardas8768 Pavardė8768 9 8 6 10 8 7 7 10 1 8 7
Vardas8769 Pavardė8769 5 2 3 2 4 9 6 10 8 10 4
Vardas8770 Pavardė8770 5 6 9 2 10 1 6 9 5 7 2
Vardas8771 Pavardė8771 4 2 4 5 7 10 4 2 5 7 2
Vardas8772 Pavardė8772 10 4 6 3 6 8 4 10 7 4 9
Vardas8773 Pavardė8773 10 3 2 5 8 7 8 4 9 3 2
Vardas8774 Pavardė8774 5 7 7 4 6 2 7 8 10 3 7
Vardas8775 Pavardė8775 10 5 3 3 2 1 10 3 7 4 6
Vardas8776 Pavardė8776 2 6 3 4 10 1 2 8 9 7 8
Vardas8777 Pavardė8777 2 10 5 10 6 3 9 5 9 7 9
Vardas8778 Pavardė8778 2 1 4 8 2 4 7 9 2 3 2
Vardas8779 Pavardė8779 5 3 1 5 1 10 10 10 7 3 10
Vardas8780 Pavardė8780 4 6 5 4 6 9 4 5 10 8 7
Vardas8781 Pavardė8781 8 5 2 6 1 9 4 4 3 8 2
Vardas8782 Pavardė8782 6 5 8 7 4 4 3 5 4 9 3
Vardas8783 Pavardė8783 5 4 6 3 7 4 9 6 8 7 7
Vardas8784 Pavardė8784 8 7 9 5 3 4 8 9 4 7 5
Vardas8785 Pavardė8785 6 5 7 4 1 10 4 4 4 5 7
Vardas8786 Pavardė8786 8 5 4 5 3 9 7 1 6 5 7
